traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
19779,2024-03-17 17:26:00,,,2240,20,5,High,Damaged,8628
18832,2024-06-23 16:03:46,,Camden,773,67,0,Low,Dry,8497
12001,2024-07-28 05:40:36,,Chelsea,1053,21,3,,Dry,7443
11411,2024-09-14 07:41:40,,Kensington,522,78,7,Low,,8890
16104,2024-11-11 23:37:44,London,Kensington,3767,96,4,Medium,Damaged,4350
17958,2024-02-11 05:00:55,London,Islington,1484,-92,2,Medium,Dry,7415
10897,2024-09-10 05:28:48,London,Camden,367,90,4,Medium,Damaged,2785
12944,2024-11-18 08:39:16,London,Chelsea,4846,77,8,Low,,4948
14041,2024-02-17 20:25:35,,Chelsea,2793,29,2,Medium,Wet,4742
18192,2024-11-24 02:08:50,,Islington,2336,67,5,Medium,Dry,3660
17456,2024-09-11 19:49:10,,Kensington,3773,85,4,,Dry,7099
18925,2024-02-03 16:08:56,London,Southwark,3141,66,4,High,,7499
14368,2024-06-12 18:37:53,,Camden,4508,32,8,,Snowy,6892
18513,2024-10-02 05:02:12,,Kensington,546,29,9,Low,,9117
14544,2024-12-24 11:02:32,,,3221,33,3,Medium,Damaged,4201
19047,2024-04-11 18:57:17,London,Camden,2473,36,2,High,Snowy,7171
18642,2024-10-05 06:26:16,,Islington,4562,55,8,,Damaged,4631
18538,2024-12-27 19:12:39,London,Southwark,2544,69,8,Medium,,4398
17529,2024-03-11 10:16:48,,Islington,3970,28,9,,Wet,8892
16131,2024-02-01 14:12:59,London,Chelsea,1485,88,8,Low,Dry,7457
19766,2024-05-31 21:45:39,London,Kensington,1479,60,3,,Wet,7300
17537,2024-12-05 00:32:30,London,,877,22,3,Medium,Dry,3209
19976,2024-07-13 17:05:10,London,Kensington,529,70,7,High,Damaged,726
10266,2024-06-21 23:59:16,,Southwark,1019,68,8,,Damaged,7136
18058,2024-12-01 11:38:31,,Chelsea,2891,83,7,Low,Wet,3919
9423,2024-12-16 18:01:09,London,,807,33,4,,Snowy,4763
18181,2024-12-28 10:13:25,London,Islington,257,33,5,Medium,Wet,449
15208,2024-06-23 16:07:54,,Chelsea,4583,77,1,High,Wet,7741
12928,2024-04-26 15:12:31,,Islington,2241,25,4,High,Dry,3235
15138,2024-03-20 16:46:00,,Islington,1371,59,7,Low,,3702
13604,2024-04-29 07:42:50,London,Southwark,312,31,7,Medium,Wet,9316
11997,2024-02-25 20:57:49,,,1947,85,2,,Dry,9719
15437,2024-08-28 14:06:58,London,Islington,3628,87,8,,Damaged,3077
12450,2024-07-15 04:06:28,London,,3787,16,8,,Wet,5797
15261,2024-05-06 00:02:45,,Chelsea,3249,69,2,Medium,Damaged,6005
11493,2024-07-21 01:30:53,London,Chelsea,1422,15,2,Low,Wet,4020
12276,2024-03-05 05:43:07,,Chelsea,96,48,5,Low,,2070
13672,2024-07-14 03:18:20,,Kensington,309,10,1,,Snowy,7327
12656,2024-06-18 12:11:09,London,Islington,4277,23,1,,Dry,6725
13870,2024-07-27 00:19:43,,Kensington,3047,94,1,Medium,Dry,6701
13740,2024-03-08 16:48:34,,Southwark,4933,66,2,High,Dry,8408
10577,2024-08-11 13:58:32,London,Kensington,4302,68,0,,Wet,9216
19620,2024-02-29 07:53:36,London,Islington,3790,81,8,,Damaged,8346
11178,2024-03-06 11:31:22,London,Kensington,3629,13,6,Medium,,4250
9594,2024-09-17 23:44:09,,Chelsea,4519,25,4,Low,Wet,2938
11299,2024-08-18 05:31:39,London,Chelsea,1103,86,4,,Snowy,486
12279,2024-05-28 21:14:21,London,Kensington,3828,14,1,Medium,Snowy,6438
15021,2024-10-10 13:24:06,London,Kensington,1758,29,3,High,Dry,5379
12312,2024-08-16 22:18:58,London,Islington,278,42,8,Medium,Dry,5679
18649,2024-08-22 09:24:06,,Kensington,846,14,3,,Damaged,2741
17528,2024-05-22 03:19:48,London,Chelsea,1597,98,1,Medium,,5269
16602,2024-11-09 22:36:26,London,Islington,1208,71,0,Low,Snowy,947
13403,2024-07-11 09:30:44,,Chelsea,4101,90,4,High,,3264
17009,2024-07-14 22:14:49,,,4367,48,4,Low,Snowy,148
16519,2024-09-26 17:09:06,,Kensington,3881,15,9,,,5749
15981,2024-11-24 08:24:34,London,Southwark,2496,35,7,Low,Dry,9151
13491,2024-07-16 13:50:38,London,Camden,1025,51,1,Low,Damaged,9022
16710,2024-09-28 06:42:26,,Camden,2180,12,9,Low,Snowy,4752
14898,2024-03-15 06:45:35,London,Southwark,1319,30,3,,Wet,1679
10186,2024-09-08 02:20:30,London,Islington,3613,91,2,Low,Dry,4213
18427,2024-09-11 07:40:17,London,Kensington,4142,19,0,Low,Wet,631
15456,2024-03-22 20:42:46,,Islington,450,76,5,,Wet,5355
14011,2024-04-06 00:10:05,London,Southwark,1980,68,8,Medium,Wet,4554
18950,2024-03-12 15:55:08,,Kensington,1333,95,7,Medium,Snowy,5624
11071,2024-12-16 02:30:09,,Kensington,3894,40,8,High,,5500
18427,2024-08-19 19:07:00,,Southwark,3965,31,8,High,Damaged,8572
17875,2024-05-28 06:05:44,London,Islington,2408,38,9,Low,Damaged,3168
13983,2024-04-24 04:43:27,London,Islington,2712,32,4,High,Damaged,1822
16136,2024-07-23 01:48:03,London,Chelsea,1441,29,4,,,9264
15343,2024-04-06 17:23:23,,Kensington,587,66,4,,Damaged,6943
18802,2024-08-18 16:48:50,London,Kensington,3823,40,2,,Wet,3537
15619,2024-08-07 20:04:06,London,,2858,67,7,High,,864
17933,2024-04-07 11:42:43,London,Kensington,1487,24,8,High,Dry,7624
13919,2024-10-05 09:13:01,,,295,43,9,Medium,Dry,327
10618,2024-06-30 03:57:16,,,198,84,3,,Damaged,7650
11232,2024-06-28 09:53:30,,Camden,4092,98,3,Low,Damaged,7326
18793,2024-06-18 06:48:20,London,Southwark,2241,44,8,High,,5584
15857,2024-11-26 23:09:03,,Camden,980,40,7,High,Damaged,1992
18219,2024-05-23 13:34:18,,Islington,4126,90,8,Medium,,7981
17991,2024-07-17 07:26:10,,Islington,661,24,2,High,Wet,1793
10622,2024-10-09 10:39:55,,Southwark,2729,37,9,Low,Wet,6695
11953,2024-08-02 13:24:16,,Chelsea,2934,33,8,Low,,1317
19391,2024-06-30 14:53:31,London,Kensington,4902,43,2,Low,Wet,5222
18093,2024-12-15 05:27:47,,Camden,1838,72,8,Medium,,5147
19332,2024-07-27 13:35:08,,Southwark,4501,18,2,Low,Dry,3430
16983,2024-03-12 07:51:09,London,Southwark,1753,51,3,Low,Dry,3367
9375,2024-08-14 22:31:50,,Islington,4655,30,6,High,Damaged,6227
13177,2024-09-18 19:15:52,London,Southwark,3451,78,6,High,,1050
14119,2024-01-17 22:39:55,London,Kensington,2645,47,4,Medium,Wet,5584
13786,2024-11-07 11:12:00,,Chelsea,1061,49,5,High,Damaged,4487
9264,2024-02-28 12:21:37,London,Camden,2770,76,0,High,Dry,2377
17790,2024-07-19 06:34:58,London,Kensington,356,84,3,Medium,Dry,8204
9723,2024-02-16 20:55:27,London,,4515,-51,1,High,Snowy,4707
12573,2024-08-26 10:30:14,London,Islington,965,57,4,High,Damaged,8457
18283,2024-07-11 16:39:48,,Islington,1954,19,9,High,,8766
18604,2024-11-26 02:07:21,London,Camden,4496,90,9,High,Snowy,344
16690,2024-01-31 03:36:38,London,Islington,1309,74,1,Low,Damaged,4185
9483,2024-11-08 09:24:57,London,Camden,4071,56,0,,Dry,3917
9881,2024-11-01 05:50:25,,Islington,1925,94,7,Medium,Damaged,558
14918,2024-05-18 09:10:00,London,,3766,18,3,Low,Damaged,1550
19043,2024-10-08 20:34:53,London,Southwark,3424,52,2,Medium,Wet,4720
16514,2024-05-15 11:04:44,,Kensington,2166,53,0,Medium,Dry,2027
10568,2024-03-31 09:41:47,London,Kensington,3227,22,9,Low,Wet,344
14443,2024-03-24 15:01:46,London,Chelsea,1950,30,5,Medium,Dry,3482
19454,2024-07-29 06:53:01,,Kensington,691,99,7,Medium,Wet,1731
12031,2024-06-08 14:57:03,London,Kensington,3915,37,2,Medium,Damaged,5084
19600,2024-03-09 03:42:16,,Islington,4167,70,6,Medium,Damaged,1931
19941,2024-07-08 20:26:58,London,Camden,638,17,5,High,Dry,8529
13564,2024-01-28 04:59:41,,Southwark,1384,38,9,Low,Dry,3747
19293,2024-06-12 10:26:21,,Islington,1494,57,5,High,,8454
19694,2024-12-23 17:55:53,,Camden,1148,46,6,Low,Dry,7054
11855,2024-06-24 18:00:28,London,Chelsea,3247,79,8,High,Dry,1763
11042,2024-10-04 14:22:43,,Kensington,566,90,7,Low,,1265
13478,2024-05-24 05:22:33,London,Kensington,2357,14,2,High,Dry,8914
18914,2024-10-25 08:38:24,London,,1011,-35,6,,Dry,6141
14526,2024-12-23 07:10:29,London,Camden,187,75,3,High,Dry,7345
10952,2024-11-07 17:02:41,London,,3832,49,2,,,9137
13958,2024-01-11 23:28:58,London,Islington,2270,63,2,Low,Damaged,9921
9792,2024-11-26 07:38:10,,Kensington,1333,98,6,Low,Wet,8594
10029,2024-09-13 05:31:22,London,Kensington,879,28,9,Medium,Wet,6850
9467,2024-08-04 22:11:20,,Islington,1090,13,0,High,Damaged,8294
16612,2024-09-25 06:23:40,,Chelsea,4358,87,5,High,Snowy,5777
10548,2024-11-09 05:37:05,,Southwark,2466,39,9,Low,Dry,1714
13098,2024-10-18 06:19:36,London,Islington,259,80,3,,,5956
18720,2024-03-08 14:41:17,,Kensington,631,-77,7,High,Snowy,9687
18131,2024-08-03 04:22:46,,Kensington,4271,29,1,Low,,858
14451,2024-12-06 16:05:05,,Southwark,4592,27,0,Medium,Dry,9933
13924,2024-07-18 21:02:15,London,Camden,2618,97,7,Low,Damaged,8375
15828,2024-08-06 17:50:39,London,,1291,21,4,,Damaged,7880
10035,2024-06-06 07:46:02,London,Kensington,3001,64,8,High,Dry,5983
11823,2024-02-29 14:10:31,London,Islington,2658,51,5,,Dry,2593
19554,2024-04-02 00:18:12,,Kensington,2998,17,0,High,Snowy,3610
10041,2024-07-05 02:27:49,,Islington,2762,51,8,High,Dry,3043
19081,2024-02-28 16:49:52,London,Southwark,2569,15,1,Low,Snowy,7549
11743,2024-07-21 12:18:19,London,Kensington,4564,59,6,,Wet,6294
9452,2024-04-19 05:51:36,London,Chelsea,3850,36,6,Medium,Damaged,8841
10168,2024-04-22 04:37:25,,Kensington,181,-94,8,High,Dry,1013
14035,2024-04-14 06:12:33,,Southwark,4663,82,4,High,Wet,1292
10681,2024-10-14 04:29:29,,Chelsea,2687,63,6,High,Damaged,7438
14904,2024-12-25 19:10:10,,Kensington,2972,29,3,Medium,,3448
17948,2024-12-15 18:16:23,,,1911,75,8,Medium,Damaged,9390
13175,2024-05-30 17:14:27,,Islington,2996,86,5,Low,Wet,8908
19360,2024-05-03 16:27:03,,Kensington,945,67,3,Low,,7708
18151,2024-08-02 23:13:17,,Chelsea,3153,53,9,Low,Wet,5150
10695,2024-12-29 22:50:54,,Kensington,55,90,7,Low,,8054
12391,2024-07-23 05:50:42,London,Kensington,4447,49,5,Medium,,8889
9152,2024-11-23 15:27:46,London,Southwark,4538,-57,5,,Snowy,2789
13919,2024-01-20 20:22:00,,Chelsea,1012,-50,9,Medium,Snowy,7948
9245,2024-08-25 16:27:20,,Islington,3263,12,4,,,8596
19287,2024-12-20 07:28:28,London,Camden,1962,81,6,Low,Damaged,7443
18719,2024-05-23 14:33:48,,Kensington,1859,30,6,,Wet,8458
13704,2024-05-17 21:31:34,London,Islington,60,62,8,Low,Dry,7806
9575,2024-11-08 12:33:10,,Camden,3685,13,3,Low,Snowy,1809
15396,2024-06-16 20:45:47,,Camden,2521,81,0,Low,Damaged,5964
10146,2024-12-19 14:50:14,,Chelsea,1371,76,4,Medium,Dry,5077
16077,2024-03-22 06:26:54,London,Camden,2378,90,8,,Wet,6327
10933,2024-07-30 13:33:13,,Southwark,1056,13,0,High,Wet,3329
11238,2024-07-13 01:42:57,London,Camden,4784,25,8,High,Snowy,3830
18774,2024-09-29 17:24:43,London,Chelsea,3089,24,2,Medium,,1628
12685,2024-11-30 21:58:01,,,4314,17,5,Low,Dry,9919
11822,2024-08-28 21:42:26,,,1601,48,6,High,Wet,8381
14921,2024-10-27 22:13:44,,Chelsea,4772,86,0,,Dry,2237
11213,2024-12-05 16:57:53,London,Southwark,2675,87,9,High,Dry,9189
16676,2024-10-03 00:05:49,London,Camden,3692,87,1,Low,Wet,5035
10387,2024-08-28 10:05:29,,Southwark,4925,35,4,,Dry,1765
19905,2024-12-13 23:24:37,London,Chelsea,941,-53,5,,,8759
11160,2024-10-09 02:34:45,London,Kensington,4906,64,7,Low,,1084
19504,2024-04-19 11:00:44,London,Chelsea,4857,25,2,Low,,4666
15016,2024-04-24 02:58:02,London,Southwark,3911,29,5,High,Damaged,3758
18619,2024-02-15 15:48:39,,Camden,3164,95,0,,Dry,2033
17749,2024-05-18 18:40:02,,Islington,1177,15,3,,Damaged,5054
12198,2024-12-14 16:41:17,London,Chelsea,1734,19,3,,,9884
19048,2024-01-20 10:17:13,London,Kensington,3533,74,4,Low,Damaged,4304
19661,2024-03-16 00:06:34,London,Southwark,4184,17,4,Low,Wet,4350
11193,2024-08-06 19:38:58,London,Islington,1809,-68,5,,Snowy,1319
11201,2024-02-19 22:06:32,London,Kensington,3351,51,2,Low,Snowy,4091
11611,2024-07-19 13:31:40,,Chelsea,1948,65,7,Medium,Dry,5517
12563,2024-10-06 14:02:30,,Southwark,4440,54,7,Low,Wet,5845
13216,2024-03-13 13:04:02,,Islington,405,25,1,,,2575
19115,2024-11-26 15:27:15,London,Islington,4401,40,2,,Damaged,7203
18815,2024-10-22 10:22:29,London,,282,90,9,Medium,Dry,8678
14206,2024-01-20 18:50:48,,Southwark,477,50,6,,Damaged,4210
10666,2024-06-13 01:39:39,,Southwark,3176,36,3,,Damaged,7206
14070,2024-08-16 20:17:30,,Camden,4973,67,8,Low,Snowy,3243
18787,2024-05-12 05:56:41,,,3448,11,0,Medium,Damaged,4694
13729,2024-01-06 23:00:11,London,Kensington,2047,59,6,,Snowy,5083
18774,2024-11-30 08:16:03,London,,2074,57,7,Medium,,2036
17175,2024-10-11 19:43:01,London,Kensington,3825,-29,8,,,3420
12042,2024-11-13 07:56:38,London,Southwark,1077,21,2,,Wet,4270
11194,2024-11-08 06:18:15,,Islington,1022,94,6,High,Damaged,3346
13058,2024-01-22 23:47:53,London,Islington,3912,82,9,High,Wet,4275
19829,2024-06-06 18:00:53,London,Camden,4400,66,6,,Dry,5873
17297,2024-11-10 19:18:16,,Islington,3832,78,9,,Dry,2253
16391,2024-06-06 03:11:14,London,Kensington,1639,28,8,Low,,8258
9919,2024-11-25 11:07:33,,Islington,145,81,4,Medium,Snowy,7570
13322,2024-08-10 23:30:42,London,Islington,2720,22,4,Low,Snowy,2971
16893,2024-07-02 00:32:47,,,527,68,6,Low,Snowy,4064
11684,2024-10-02 07:16:59,London,Chelsea,171,69,8,Medium,,8043
19807,2024-10-04 07:30:36,,Kensington,1846,36,2,High,Snowy,7249
18529,2024-10-17 10:40:33,London,Chelsea,4501,34,5,High,,5116
13037,2024-01-25 22:00:37,London,,1717,35,6,,Dry,1142
13020,2024-05-14 14:37:05,,Kensington,857,52,7,,Wet,7145
9272,2024-06-26 15:22:07,,Southwark,3877,86,6,Medium,Wet,850
14670,2024-08-07 13:15:10,,Islington,3276,37,7,Medium,,6182
10368,2024-02-28 04:16:12,,Southwark,4125,75,1,Medium,Snowy,1342
19343,2024-07-15 07:40:33,London,,3579,98,9,High,Damaged,5139
13760,2024-11-06 06:08:43,London,Islington,2259,81,2,Low,Wet,474
11253,2024-10-18 16:09:23,London,Islington,3713,33,3,Medium,Dry,3731
11332,2024-11-23 17:47:52,,,2826,32,0,High,Wet,2057
19965,2024-03-24 22:20:28,London,,4764,79,3,High,Snowy,3409
10731,2024-09-02 02:56:04,,Kensington,3044,52,5,High,Wet,7619
10217,2024-08-16 14:18:49,London,Chelsea,1786,29,8,,Dry,9829
13290,2024-07-22 23:18:59,,Southwark,3952,59,2,Low,Dry,7435
9133,2024-07-01 11:35:10,,Islington,867,89,6,Low,,4191
10805,2024-10-20 19:03:21,,Chelsea,3774,67,1,,Damaged,643
18779,2024-10-17 15:56:48,London,Chelsea,1643,30,0,,Wet,6075
9466,2024-07-17 05:39:04,London,Camden,2985,93,4,Medium,Damaged,441
15478,2024-10-30 07:34:26,,,522,69,0,Low,Damaged,4099
9470,2024-10-26 23:41:08,London,Southwark,380,15,1,Medium,Damaged,1664
14975,2024-01-13 01:16:45,London,,55,38,4,Low,Snowy,5537
15505,2024-10-06 00:48:29,,Chelsea,3832,22,9,Low,,4127
16278,2024-10-10 09:13:51,London,Southwark,3998,11,1,Medium,,5879
15596,2024-09-11 05:48:28,London,Camden,2815,41,7,High,Wet,5062
10669,2024-07-20 04:39:27,London,Islington,330,91,9,High,Snowy,2691
15078,2024-03-07 10:07:25,,,4563,24,4,Medium,Wet,9619
11840,2024-08-25 13:59:27,London,Islington,337,47,5,High,Dry,4425
10050,2024-12-09 17:14:19,London,,3480,65,3,,Dry,7807
12961,2024-01-15 01:14:14,London,Southwark,385,29,1,High,Snowy,9246
19374,2024-03-09 07:46:29,London,Kensington,2617,20,8,Medium,Snowy,3076
12450,2024-12-25 15:08:54,,Chelsea,3418,27,3,Medium,Damaged,5075
14260,2024-06-21 18:30:03,London,Southwark,2341,-50,4,High,Snowy,5414
15446,2024-06-19 03:36:51,London,Camden,4919,69,3,Low,,216
17264,2024-02-25 04:37:10,,Kensington,2232,30,2,Medium,,8649
13829,2024-11-16 11:10:42,,Islington,2167,88,9,,Dry,8611
9630,2024-07-24 15:47:00,,Southwark,3384,32,5,Low,Damaged,2262
11507,2024-01-11 22:25:54,,Chelsea,3047,55,5,,,3136
10576,2024-09-07 17:53:28,London,Southwark,2385,60,0,High,,8422
17535,2024-04-21 10:43:36,,Camden,2968,96,0,High,Wet,1617
14693,2024-12-21 04:27:41,London,Chelsea,741,64,7,Medium,Damaged,4495
14768,2024-03-17 01:52:30,London,Islington,4596,53,7,High,Damaged,8203
11297,2024-08-03 06:53:07,,Chelsea,544,71,3,Low,,827
9897,2024-12-24 14:25:18,,Kensington,3444,37,6,High,Snowy,8717
9917,2024-09-28 10:20:11,,Kensington,1374,31,4,Medium,Snowy,6451
9259,2024-11-19 17:45:12,London,Camden,632,15,0,Low,,6445
11299,2024-06-28 16:54:27,London,Southwark,2451,78,9,,Damaged,6282
18308,2024-11-18 02:51:15,,Islington,4038,52,6,High,Damaged,3439
14872,2024-01-25 20:33:56,,,1239,36,5,Low,Damaged,9911
17990,2024-06-06 15:35:32,London,Camden,4422,96,7,High,Snowy,1901
9771,2024-03-17 05:09:51,London,Islington,3589,78,0,,,9006
14629,2024-09-04 02:28:01,,,2669,34,4,High,Damaged,3027
10773,2024-12-06 02:24:54,,Camden,3024,14,3,Low,Damaged,5634
17153,2024-07-05 19:46:57,London,Southwark,3081,84,0,Medium,,5284
19430,2024-02-27 01:56:51,London,Kensington,4621,49,8,High,Wet,3347
15597,2024-07-17 20:23:09,,Southwark,1365,30,8,Low,Snowy,392
15583,2024-01-21 09:54:34,London,,361,97,6,,,1152
15497,2024-09-25 12:02:42,London,Kensington,1415,95,9,High,Snowy,2442
17871,2024-02-20 21:33:57,London,Islington,397,42,2,Low,Damaged,8065
12264,2024-11-15 05:21:56,London,Chelsea,1913,30,1,High,Dry,3862
13893,2024-10-10 07:55:30,,Kensington,1930,26,0,High,,1799
9185,2024-03-19 23:03:29,London,Southwark,4572,52,9,High,Wet,4384
19376,2024-11-26 16:53:51,,Camden,800,37,6,High,Wet,2779
11329,2024-08-13 16:30:52,London,Chelsea,2824,45,7,,Wet,5697
13197,2024-07-19 05:53:53,London,,3670,44,4,Low,Damaged,9075
17681,2024-01-27 09:10:29,London,,2928,86,2,Medium,Damaged,8582
15039,2024-05-14 13:40:12,London,Kensington,3819,69,1,Low,Damaged,7578
16238,2024-12-28 04:39:06,,Camden,1462,96,5,High,Damaged,2413
19004,2024-05-24 17:07:04,London,Southwark,4897,85,5,,Dry,1343
18272,2024-12-20 06:18:53,London,Islington,159,30,6,Medium,Snowy,6909
14007,2024-12-23 17:25:37,London,,101,76,6,High,,7467
13631,2024-09-05 13:12:46,London,Chelsea,4643,44,4,High,Damaged,5215
10621,2024-11-30 21:45:23,London,Chelsea,2612,45,6,Low,,9776
15463,2024-07-20 12:20:28,,Kensington,3905,54,0,Medium,Wet,5500
19713,2024-11-30 05:37:09,London,Islington,1307,50,9,Medium,Wet,4536
10509,2024-11-07 02:35:39,,,2220,69,9,Medium,Wet,8609
13859,2024-03-01 05:16:40,London,Camden,1682,54,1,Medium,Damaged,2239
15863,2024-06-27 09:02:45,,,1144,86,5,High,,6381
13579,2024-05-05 08:25:40,,Kensington,203,92,6,,Dry,4122
16572,2024-06-17 13:33:46,,Kensington,4026,30,0,Low,Dry,8076
17505,2024-05-20 18:12:55,London,Chelsea,2369,58,0,Low,Wet,7665
19491,2024-03-31 20:08:21,London,,3508,30,2,Medium,,2728
19790,2024-09-08 15:40:46,London,Southwark,245,42,1,,Snowy,966
12156,2024-09-01 07:02:14,London,Islington,2620,37,3,High,,6626
10827,2024-02-18 09:45:01,,Chelsea,653,67,7,Low,Wet,1105
10476,2024-03-04 01:53:30,London,Southwark,4967,51,0,,Snowy,5517
14037,2024-08-04 02:22:43,London,Islington,2224,35,2,Medium,,2428
15450,2024-11-09 19:57:28,,Chelsea,3671,27,2,High,Wet,3084
11860,2024-01-11 16:02:30,London,,4881,11,2,,Damaged,3251
10807,2024-06-27 21:33:05,,,2264,69,6,,Snowy,5624
19143,2024-11-07 05:44:13,London,Kensington,2467,42,1,Low,Damaged,5265
17120,2024-07-08 00:06:05,,Chelsea,3956,70,2,,Wet,4919
17585,2024-11-18 18:22:13,London,Southwark,4049,86,5,,Dry,6035
12073,2024-08-18 13:03:03,,Chelsea,3870,59,5,Low,,7420
9250,2024-04-02 15:50:14,,Chelsea,391,52,3,Low,Snowy,9392
15944,2024-12-30 02:01:01,London,Southwark,4845,42,2,Medium,Wet,4884
11817,2024-10-13 13:57:49,London,Kensington,2424,43,2,Medium,,1410
19444,2024-01-01 22:43:09,,Islington,2291,95,6,High,Snowy,3929
13779,2024-02-26 08:44:09,,Chelsea,4266,78,4,Low,Damaged,6908
19208,2024-03-22 23:49:43,London,Camden,2629,76,7,Low,Snowy,7672
10956,2024-10-13 10:14:39,,,3499,33,9,,,5299
11079,2024-12-06 15:34:37,,Islington,983,84,9,High,Wet,3549
11018,2024-07-03 08:56:46,,Camden,4809,42,1,Medium,Damaged,2437
12458,2024-02-14 07:03:35,London,Kensington,4216,55,2,Low,Damaged,5626
19841,2024-08-12 20:42:14,,Kensington,161,86,8,Medium,Damaged,275
19306,2024-04-03 16:48:11,London,Southwark,2268,95,3,High,,8329
10657,2024-11-16 05:32:11,London,,1725,70,7,Low,,383
9671,2024-11-04 05:47:50,,Chelsea,480,35,4,High,Wet,8369
12983,2024-04-07 09:32:45,,,2029,56,5,High,Dry,2358
12058,2024-06-14 20:53:34,,Kensington,621,30,1,Medium,Dry,274
10724,2024-06-27 13:08:14,,Camden,4952,45,0,Medium,Damaged,7911
18484,2024-03-18 22:14:37,London,Kensington,4801,17,1,Medium,,1228
17473,2024-09-01 18:40:21,London,Islington,2067,99,1,Low,Wet,9142
10308,2024-08-14 11:56:34,,Southwark,1981,73,7,Medium,Dry,3644
14713,2024-03-10 16:20:44,London,,2598,59,1,Medium,Damaged,2622
19413,2024-08-09 00:06:41,London,Camden,4673,31,6,High,Snowy,5951
11638,2024-08-24 08:05:53,London,Camden,1566,84,5,,,4024
16590,2024-04-24 11:15:32,London,Southwark,1928,49,0,Low,Damaged,6664
12270,2024-10-26 18:46:37,,Chelsea,3508,41,4,Low,Dry,3567
14893,2024-09-03 20:34:20,,Camden,2503,87,3,,Dry,9094
16515,2024-10-14 08:04:45,London,Islington,937,73,0,Low,,4385
18491,2024-11-21 12:42:03,London,Camden,3784,41,1,Low,,8173
13750,2024-11-16 23:19:12,,Islington,1005,25,3,High,,365
10540,2024-12-26 12:33:02,London,Kensington,3169,43,4,Medium,,9682
19859,2024-03-11 05:01:05,,Chelsea,621,44,4,Low,Snowy,342
16059,2024-01-09 06:31:32,London,Camden,501,77,3,,Wet,1024
11025,2024-04-15 04:00:59,,Camden,125,94,9,High,Damaged,1120
10592,2024-12-04 13:25:52,,Southwark,4801,23,7,Low,Wet,3871
10346,2024-11-29 10:59:16,London,Kensington,508,79,8,Low,Damaged,3926
11653,2024-06-18 13:03:10,,Kensington,2438,38,2,Low,Snowy,4958
10230,2024-12-24 00:47:18,,Islington,2701,-82,8,Medium,,9678
19613,2024-05-19 21:31:03,London,Southwark,899,61,0,Low,Dry,4947
15382,2024-06-08 05:26:41,London,Southwark,4381,92,5,,,4536
12060,2024-12-11 02:39:41,London,Southwark,3486,16,5,,,5228
15114,2024-10-04 09:22:21,London,Chelsea,480,47,5,High,,2507
19959,2024-06-21 15:12:13,,,122,47,2,Low,Dry,2172
14387,2024-12-16 02:55:04,,Kensington,3452,29,7,Low,Dry,5939
17327,2024-04-24 02:28:45,,Islington,1943,38,8,,,5912
13221,2024-05-28 16:01:34,London,Kensington,783,60,2,Low,,2672
13553,2024-11-08 16:03:28,,Camden,3017,81,9,High,Damaged,3812
19798,2024-10-16 05:19:53,London,Southwark,2887,97,2,,Dry,3607
17428,2024-11-22 16:20:24,London,Islington,4918,38,0,Low,Wet,5524
16707,2024-09-23 10:20:08,London,Southwark,2907,50,7,Low,Wet,8188
11799,2024-01-27 20:43:04,,Islington,901,73,3,,Damaged,7053
18334,2024-03-12 06:10:56,London,,1393,95,5,High,Snowy,9671
11113,2024-04-24 11:50:12,,Islington,981,65,7,Medium,Snowy,7572
15412,2024-02-21 18:42:24,,,3128,75,5,Low,,4154
13539,2024-04-05 02:33:19,London,Camden,3570,-41,6,High,Snowy,399
16288,2024-09-08 06:12:12,London,Islington,4895,20,7,Medium,Wet,8056
11719,2024-02-12 11:16:26,London,Kensington,1935,78,9,Medium,Dry,732
14676,2024-01-24 04:01:03,,Camden,983,77,7,,Wet,9878
12162,2024-11-12 22:40:54,,Kensington,4668,35,6,High,,3994
11646,2024-09-16 07:05:36,,Islington,2667,85,4,Medium,Snowy,9478
9376,2024-07-26 07:44:57,,Camden,4608,54,9,High,Snowy,926
19825,2024-06-20 12:08:56,,Islington,1276,93,5,Medium,Damaged,5584
19734,2024-11-06 23:49:43,,,329,33,0,Medium,Snowy,4839
13465,2024-10-19 21:20:09,,Southwark,2870,52,2,Medium,Damaged,7301
15181,2024-06-09 18:27:45,,Chelsea,3441,39,5,Medium,,6164
16097,2024-01-12 00:38:58,London,Kensington,4516,58,3,High,Damaged,9958
19085,2024-05-14 14:42:04,London,Kensington,2357,54,7,,Dry,4651
15458,2024-06-02 10:32:04,London,Kensington,1200,83,8,Medium,Dry,2042
19351,2024-10-26 02:19:36,,Islington,3248,40,3,Medium,Dry,3894
9679,2024-05-11 04:19:14,,Chelsea,702,95,4,Medium,Snowy,4358
13187,2024-09-29 18:13:43,London,Kensington,1201,74,0,High,Damaged,1254
17331,2024-11-02 06:16:02,London,Islington,3978,14,8,High,Wet,5110
11677,2024-09-29 11:34:00,London,Southwark,604,59,0,Low,Dry,4371
19208,2024-05-12 04:13:19,,,2533,45,3,Low,Dry,945
12715,2024-02-16 17:15:45,London,,1906,93,8,Medium,Damaged,3413
11027,2024-05-22 10:40:13,,Kensington,4709,89,4,,Wet,5742
12652,2024-10-15 15:01:01,,,4097,82,3,High,Damaged,4950
10800,2024-09-15 14:25:29,London,,866,36,5,Medium,,947
